Month,Academic_Phase,Location_Zone,Business_Category,Competitor_Density,Base_Footfall_Index,Demand_Volume,Location_Suitability_Score
12,Resumption,North Gate,Stationery/Printing,4,0.439,163,62.94
5,Holidays,North Gate,Stationery/Printing,11,0.104,5,22.73
1,Holidays,South Gate,POS/Fintech,17,0.232,26,6.79
8,Mid-Semester,Obanla,Fashion,5,0.754,241,61.78
5,Exams,Obanla,Electronics,5,0.787,77,64.7
12,Holidays,South Gate,Fashion,16,0.195,11,0.4
12,Holidays,South Gate,Fashion,20,0.187,10,0.0
12,Holidays,South Gate,Electronics,7,0.204,8,41.62
5,Holidays,South Gate,Fashion,14,0.192,15,12.38
7,Mid-Semester,Obanla,POS/Fintech,16,0.718,303,22.22
4,Exams,South Gate,Electronics,8,0.726,59,61.11
6,Resumption,South Gate,Fast Food,20,0.707,305,9.45
4,Exams,South Gate,Fashion,11,0.801,132,41.78
3,Mid-Semester,West Gate,Stationery/Printing,2,0.235,104,33.88
7,Mid-Semester,Apatapiti,Electronics,9,0.628,88,39.7
8,Mid-Semester,South Gate,Fast Food,20,0.868,367,16.73
4,Exams,South Gate,Stationery/Printing,14,0.774,401,40.79
2,Resumption,South Gate,Fast Food,7,0.762,430,64.69
12,Resumption,North Gate,Fashion,6,0.44,179,40.96
10,Holidays,South Gate,Stationery/Printing,11,0.122,6,30.7
3,Mid-Semester,Obanla,Fashion,9,0.772,172,49.21
1,Holidays,Obanla,Stationery/Printing,8,0.158,7,27.4
8,Mid-Semester,Apatapiti,Electronics,7,0.551,83,33.5
3,Mid-Semester,South Gate,POS/Fintech,15,0.884,518,48.21
12,Holidays,Apatapiti,POS/Fintech,13,0.162,20,1.32
10,Holidays,Apatapiti,Fast Food,7,0.196,40,29.95
7,Mid-Semester,South Gate,Stationery/Printing,20,0.844,180,26.9
10,Holidays,North Gate,Fashion,6,0.136,11,31.38
5,Exams,South Gate,Electronics,12,0.847,57,45.52
10,Holidays,South Gate,Electronics,15,0.296,8,16.22
5,Holidays,South Gate,Electronics,12,0.197,6,25.11
7,Mid-Semester,Obanla,POS/Fintech,16,0.762,406,30.21
9,Holidays,North Gate,Fashion,3,0.154,13,37.2
12,Holidays,West Gate,Electronics,0,0.103,4,20.93
5,Holidays,South Gate,Electronics,7,0.187,7,48.25
1,Resumption,West Gate,Fast Food,6,0.264,140,23.26
10,Holidays,South Gate,Stationery/Printing,12,0.241,14,34.8
10,Holidays,Apatapiti,Stationery/Printing,10,0.159,6,16.12
1,Resumption,South Gate,Stationery/Printing,9,0.861,340,67.94
2,Resumption,South Gate,Fast Food,18,0.75,313,20.06
6,Resumption,Apatapiti,POS/Fintech,12,0.5,330,20.85
9,Exams,South Gate,Fast Food,12,0.832,419,43.23
8,Exams,Obanla,Electronics,9,0.666,53,46.61
5,Holidays,Obanla,Fashion,9,0.165,14,18.02
1,Holidays,North Gate,Electronics,3,0.129,4,43.53
7,Mid-Semester,North Gate,Electronics,2,0.498,92,60.59
5,Exams,Obanla,Fashion,14,0.709,94,24.53
6,Resumption,South Gate,Stationery/Printing,8,0.737,267,69.85
7,Exams,Obanla,Fast Food,7,0.731,396,58.54
3,Mid-Semester,Apatapiti,POS/Fintech,9,0.709,411,41.28
12,Holidays,South Gate,Electronics,9,0.254,9,33.17
10,Holidays,South Gate,Electronics,4,0.12,4,46.01
3,Mid-Semester,Obanla,POS/Fintech,16,0.73,394,25.35
5,Exams,North Gate,Fast Food,7,0.502,295,34.42
6,Resumption,North Gate,Electronics,4,0.375,102,47.94
9,Exams,South Gate,POS/Fintech,16,0.686,331,22.99
12,Holidays,Obanla,Electronics,10,0.151,4,21.2
5,Exams,South Gate,Stationery/Printing,6,0.767,554,68.23
1,Holidays,North Gate,Stationery/Printing,5,0.207,11,48.25
4,Mid-Semester,Apatapiti,Electronics,4,0.618,91,56.17
5,Holidays,South Gate,Electronics,10,0.205,6,35.13
12,Resumption,North Gate,Stationery/Printing,6,0.434,179,53.5
10,Resumption,West Gate,Electronics,1,0.293,73,30.57
10,Holidays,Obanla,Fast Food,16,0.197,28,0.92
5,Holidays,Apatapiti,Fast Food,17,0.172,23,0.0
7,Mid-Semester,North Gate,Fashion,8,0.516,158,43.25
4,Exams,Apatapiti,Fast Food,5,0.622,349,61.11
1,Holidays,South Gate,Electronics,9,0.214,7,30.35
5,Exams,South Gate,Electronics,7,0.846,75,55.95
7,Mid-Semester,South Gate,POS/Fintech,13,0.868,543,55.44
10,Holidays,North Gate,Fast Food,7,0.135,25,24.27
10,Holidays,Apatapiti,Stationery/Printing,8,0.13,6,25.01
6,Resumption,South Gate,Stationery/Printing,8,0.762,280,63.67
5,Exams,Obanla,Fashion,8,0.71,93,45.95
4,Exams,Obanla,POS/Fintech,20,0.766,323,13.04
2,Resumption,Obanla,Stationery/Printing,7,0.687,206,56.97
4,Exams,North Gate,Fashion,4,0.43,61,51.18
10,Holidays,Obanla,Fast Food,19,0.11,12,0.0
10,Holidays,South Gate,POS/Fintech,18,0.156,16,0.0
3,Mid-Semester,South Gate,POS/Fintech,12,0.816,506,51.74
10,Holidays,West Gate,Electronics,2,0.1,3,25.33
1,Resumption,South Gate,Fast Food,13,0.734,293,35.53
8,Exams,South Gate,POS/Fintech,18,0.869,324,20.57
5,Exams,Apatapiti,Fashion,9,0.509,76,34.52
4,Mid-Semester,South Gate,Stationery/Printing,13,0.883,246,48.1
8,Exams,Obanla,Fast Food,10,0.619,302,39.0
7,Mid-Semester,South Gate,Fast Food,13,0.794,493,35.24
2,Mid-Semester,North Gate,POS/Fintech,12,0.45,274,17.43
1,Holidays,South Gate,POS/Fintech,17,0.162,17,14.47
12,Holidays,South Gate,POS/Fintech,18,0.181,17,8.28
11,Holidays,North Gate,Fashion,6,0.164,18,40.1
4,Exams,Obanla,Electronics,11,0.748,59,36.72
8,Exams,Obanla,POS/Fintech,9,0.662,363,56.96
12,Holidays,West Gate,Electronics,1,0.1,3,29.95
2,Resumption,South Gate,Electronics,7,0.788,194,68.02
3,Exams,Obanla,Fast Food,14,0.703,345,30.08
12,Holidays,Obanla,Stationery/Printing,10,0.266,10,24.89
1,Resumption,West Gate,Stationery/Printing,2,0.289,127,30.26
1,Holidays,South Gate,Fashion,5,0.169,14,48.78
3,Mid-Semester,Obanla,Fashion,10,0.712,197,37.18
11,Holidays,Apatapiti,Stationery/Printing,7,0.102,4,25.77
5,Exams,South Gate,Stationery/Printing,6,0.773,562,80.01
12,Holidays,Apatapiti,Fast Food,9,0.151,22,24.55
3,Mid-Semester,South Gate,Fast Food,14,0.838,442,41.12
1,Holidays,Obanla,Stationery/Printing,10,0.164,7,25.14
1,Resumption,West Gate,POS/Fintech,4,0.299,242,33.94
8,Exams,Obanla,POS/Fintech,16,0.73,361,29.47
10,Holidays,North Gate,Fast Food,12,0.1,17,11.73
11,Holidays,South Gate,Electronics,7,0.149,4,41.45
12,Holidays,West Gate,Stationery/Printing,3,0.1,6,24.16
12,Holidays,North Gate,Fashion,2,0.1,8,42.49
2,Resumption,South Gate,POS/Fintech,20,0.733,398,6.84
3,Exams,Obanla,Electronics,6,0.692,68,60.55
2,Resumption,North Gate,POS/Fintech,10,0.468,374,20.58
3,Mid-Semester,South Gate,Electronics,10,0.794,106,48.23
7,Mid-Semester,South Gate,Stationery/Printing,20,0.812,211,24.5
1,Holidays,South Gate,Stationery/Printing,13,0.133,5,24.5
10,Holidays,Obanla,Stationery/Printing,11,0.141,6,18.15
8,Exams,Obanla,Fast Food,7,0.702,429,60.03
10,Holidays,Obanla,Electronics,8,0.143,4,37.93
10,Holidays,Apatapiti,Fashion,10,0.1,10,7.33
10,Holidays,Apatapiti,Fashion,9,0.124,10,17.95
2,Resumption,Obanla,Stationery/Printing,10,0.687,282,47.12
3,Mid-Semester,South Gate,Fashion,17,0.804,202,21.63
9,Exams,Obanla,POS/Fintech,18,0.764,334,19.46
7,Mid-Semester,North Gate,Electronics,5,0.458,67,51.26
4,Exams,Obanla,Electronics,6,0.692,67,52.74
10,Holidays,Obanla,Electronics,6,0.245,8,45.61
5,Exams,North Gate,POS/Fintech,6,0.504,330,44.68
2,Resumption,West Gate,Fast Food,2,0.263,171,29.05
11,Holidays,South Gate,POS/Fintech,10,0.231,32,35.33
8,Mid-Semester,Obanla,Electronics,10,0.687,112,43.56
4,Exams,South Gate,Electronics,8,0.898,77,60.66
9,Exams,West Gate,Electronics,1,0.224,23,30.44
5,Exams,South Gate,Fashion,14,0.818,107,33.64
9,Exams,South Gate,Fast Food,14,0.864,407,41.57
4,Exams,South Gate,POS/Fintech,17,0.821,364,29.0
10,Holidays,North Gate,Electronics,4,0.122,4,36.38
5,Exams,South Gate,Stationery/Printing,12,0.864,613,51.31
9,Exams,Obanla,Fast Food,13,0.744,374,32.58
8,Exams,North Gate,Stationery/Printing,7,0.451,361,57.29
3,Exams,South Gate,Fast Food,12,0.885,602,51.21
1,Holidays,South Gate,Electronics,6,0.175,5,36.27
3,Mid-Semester,Apatapiti,Fast Food,11,0.681,319,36.87
4,Exams,Obanla,Fast Food,12,0.742,351,44.41
2,Mid-Semester,Obanla,Electronics,7,0.73,108,48.37
1,Holidays,Obanla,Stationery/Printing,6,0.136,7,40.5
7,Mid-Semester,South Gate,Stationery/Printing,17,0.858,220,34.28
8,Exams,South Gate,Fashion,10,0.777,116,42.59
7,Mid-Semester,South Gate,Stationery/Printing,14,0.855,227,43.87
5,Exams,Apatapiti,Stationery/Printing,8,0.608,475,40.91
12,Holidays,West Gate,Fast Food,1,0.119,19,20.52
1,Holidays,North Gate,Fashion,3,0.194,19,38.22
7,Mid-Semester,South Gate,Electronics,8,0.799,111,59.38
7,Mid-Semester,South Gate,Electronics,13,0.862,110,41.61
9,Exams,South Gate,POS/Fintech,20,0.737,246,18.02
3,Mid-Semester,Obanla,Fashion,11,0.75,222,37.06
9,Exams,South Gate,Fast Food,20,0.73,273,17.37
1,Resumption,West Gate,POS/Fintech,6,0.376,320,26.08
1,Holidays,North Gate,POS/Fintech,11,0.19,27,13.4
4,Exams,West Gate,Electronics,0,0.208,19,28.82
9,Holidays,Apatapiti,Stationery/Printing,8,0.119,5,26.06
6,Resumption,Apatapiti,Fast Food,12,0.576,234,30.8
11,Holidays,Obanla,Fashion,7,0.199,17,34.59
3,Mid-Semester,Obanla,POS/Fintech,11,0.751,520,51.52
1,Holidays,Obanla,Fast Food,14,0.2,28,12.62
4,Exams,Obanla,Electronics,13,0.755,47,34.63
12,Holidays,Obanla,POS/Fintech,6,0.288,46,57.01
9,Exams,West Gate,POS/Fintech,7,0.228,154,15.43
3,Mid-Semester,Obanla,Electronics,7,0.74,102,53.82
12,Holidays,Apatapiti,Electronics,3,0.1,3,33.51
9,Exams,Apatapiti,Electronics,7,0.567,47,40.55
7,Exams,South Gate,Fast Food,17,0.89,386,33.31
12,Resumption,South Gate,Fast Food,14,0.789,373,41.73
4,Exams,North Gate,Fast Food,4,0.514,326,44.1
3,Mid-Semester,Obanla,Stationery/Printing,13,0.759,221,27.94
10,Holidays,Apatapiti,POS/Fintech,18,0.114,14,0.0
5,Exams,North Gate,Fast Food,7,0.398,179,35.01
5,Holidays,Obanla,Stationery/Printing,16,0.26,9,1.52
3,Exams,Obanla,POS/Fintech,16,0.69,377,25.79
12,Holidays,South Gate,Fast Food,20,0.203,22,0.0
9,Holidays,Obanla,Electronics,9,0.1,3,19.13
4,Mid-Semester,Apatapiti,Fashion,5,0.568,176,53.0
11,Resumption,South Gate,Fast Food,12,0.772,417,34.88
5,Exams,Obanla,Fashion,8,0.73,111,48.41
4,Exams,Obanla,Fast Food,13,0.793,482,36.8
5,Exams,South Gate,Electronics,6,0.795,69,59.77
7,Mid-Semester,South Gate,Fashion,13,0.845,209,42.69
9,Exams,West Gate,Stationery/Printing,2,0.361,343,29.45
7,Exams,North Gate,Electronics,5,0.534,51,57.87
5,Exams,South Gate,Fashion,17,0.737,78,21.91
10,Holidays,South Gate,Fashion,9,0.285,26,35.46
10,Holidays,Obanla,Electronics,9,0.107,3,28.15
7,Mid-Semester,Obanla,Electronics,7,0.774,120,49.86
10,Holidays,Obanla,Electronics,9,0.225,7,30.07
5,Exams,South Gate,POS/Fintech,17,0.817,408,26.02
3,Mid-Semester,Apatapiti,Stationery/Printing,10,0.581,189,36.07
7,Mid-Semester,North Gate,Fast Food,10,0.478,266,27.38
11,Holidays,South Gate,Fashion,5,0.1,11,37.54
11,Holidays,North Gate,Fast Food,8,0.133,21,19.64
2,Mid-Semester,North Gate,Electronics,5,0.502,92,50.03
12,Holidays,Apatapiti,Stationery/Printing,7,0.225,10,33.71
9,Exams,West Gate,Stationery/Printing,0,0.271,218,25.69
10,Holidays,South Gate,POS/Fintech,14,0.186,25,13.5
10,Holidays,Apatapiti,Electronics,2,0.124,4,38.07
12,Holidays,Apatapiti,Fashion,7,0.108,7,34.65
1,Holidays,West Gate,POS/Fintech,4,0.1,15,19.81
6,Resumption,South Gate,Electronics,10,0.713,179,48.3
7,Mid-Semester,Obanla,POS/Fintech,12,0.781,425,34.24
8,Mid-Semester,South Gate,Fast Food,20,0.87,342,28.73
10,Holidays,Apatapiti,Electronics,12,0.1,3,3.56
9,Holidays,South Gate,Fashion,10,0.217,16,30.44
2,Resumption,Obanla,Fashion,17,0.731,226,7.62
11,Holidays,South Gate,Electronics,12,0.265,8,25.38
10,Holidays,South Gate,POS/Fintech,10,0.161,25,33.7
2,Mid-Semester,Obanla,Stationery/Printing,5,0.817,274,66.99
5,Exams,Apatapiti,Electronics,2,0.544,61,53.31
5,Exams,Obanla,Fashion,7,0.714,113,56.34
6,Resumption,Apatapiti,Fast Food,8,0.522,265,47.91
3,Mid-Semester,South Gate,Fashion,10,0.79,211,44.47
8,Exams,Obanla,Stationery/Printing,8,0.674,463,55.71
1,Holidays,North Gate,Fashion,5,0.187,14,36.14
6,Resumption,South Gate,Stationery/Printing,14,0.829,327,47.29
4,Mid-Semester,Obanla,Electronics,8,0.784,121,49.35
1,Resumption,Obanla,Fashion,13,0.664,238,29.21
7,Mid-Semester,Obanla,POS/Fintech,12,0.84,496,45.36
9,Exams,Obanla,POS/Fintech,9,0.762,371,64.05
4,Exams,Obanla,Fashion,17,0.707,84,11.09
4,Exams,South Gate,Fashion,11,0.71,106,49.73
6,Mid-Semester,South Gate,Fast Food,14,0.893,503,38.68
12,Holidays,Obanla,Fashion,10,0.25,23,32.62
3,Mid-Semester,South Gate,Fast Food,19,0.871,388,25.87
12,Resumption,South Gate,Fast Food,13,0.669,245,37.4
6,Resumption,North Gate,Fast Food,13,0.46,236,15.89
7,Exams,Obanla,Fast Food,18,0.821,343,19.85
11,Holidays,South Gate,Electronics,7,0.205,8,41.68
10,Holidays,Obanla,POS/Fintech,12,0.286,45,29.12
10,Holidays,Obanla,Fast Food,18,0.223,30,0.0
3,Mid-Semester,South Gate,POS/Fintech,18,0.852,362,24.3
7,Mid-Semester,Apatapiti,Fast Food,10,0.67,340,38.82
3,Mid-Semester,Obanla,POS/Fintech,13,0.72,431,39.81
2,Resumption,Obanla,Fashion,7,0.613,211,46.63
12,Holidays,Obanla,Fashion,13,0.127,10,7.82
10,Holidays,South Gate,POS/Fintech,20,0.223,25,0.41
4,Exams,Obanla,Fast Food,14,0.735,397,33.19
12,Holidays,North Gate,Electronics,0,0.1,4,39.82
8,Exams,West Gate,POS/Fintech,8,0.346,195,21.66
9,Exams,Apatapiti,Stationery/Printing,6,0.574,441,52.46
7,Mid-Semester,Obanla,Electronics,13,0.791,96,30.82
1,Holidays,South Gate,Stationery/Printing,18,0.178,7,9.38
3,Mid-Semester,South Gate,POS/Fintech,17,0.841,334,28.34
12,Resumption,South Gate,Fast Food,13,0.677,316,40.23
9,Exams,North Gate,Stationery/Printing,6,0.461,381,55.63
12,Holidays,South Gate,POS/Fintech,15,0.224,29,18.34
1,Holidays,Obanla,Electronics,8,0.159,5,29.99
9,Exams,South Gate,Fast Food,14,0.804,336,39.86
8,Exams,West Gate,Stationery/Printing,2,0.297,218,30.83
1,Holidays,South Gate,POS/Fintech,11,0.186,26,23.91
6,Resumption,West Gate,Fast Food,2,0.257,145,35.03
5,Exams,West Gate,Fast Food,6,0.248,125,24.68
6,Mid-Semester,Obanla,Fashion,14,0.703,180,24.26
10,Holidays,Obanla,Fast Food,12,0.249,36,27.0
12,Holidays,North Gate,POS/Fintech,12,0.1,16,5.91
5,Exams,Obanla,Electronics,7,0.755,67,45.19
6,Resumption,South Gate,Fashion,11,0.697,251,44.24
5,Exams,South Gate,POS/Fintech,19,0.883,361,18.97
11,Holidays,Obanla,POS/Fintech,17,0.216,27,0.0
12,Holidays,North Gate,POS/Fintech,11,0.106,14,7.86
5,Exams,Obanla,Stationery/Printing,16,0.76,431,20.48
4,Mid-Semester,South Gate,Stationery/Printing,12,0.904,269,56.8
3,Mid-Semester,North Gate,Electronics,3,0.529,86,57.24
3,Mid-Semester,South Gate,POS/Fintech,11,0.874,520,52.16
4,Mid-Semester,South Gate,Stationery/Printing,18,0.861,270,27.7
9,Exams,South Gate,Stationery/Printing,10,0.878,657,68.36
2,Resumption,South Gate,Stationery/Printing,14,0.764,259,45.33
9,Holidays,South Gate,Electronics,10,0.219,6,31.4
1,Resumption,Apatapiti,Electronics,4,0.583,138,53.75
1,Holidays,South Gate,POS/Fintech,14,0.197,20,23.0
5,Exams,Obanla,Fashion,14,0.768,103,28.5
6,Resumption,South Gate,POS/Fintech,18,0.81,544,27.25
6,Resumption,Apatapiti,Stationery/Printing,3,0.682,320,60.2
3,Mid-Semester,North Gate,Stationery/Printing,6,0.494,199,52.14
7,Mid-Semester,South Gate,Fast Food,16,0.88,437,35.05
9,Exams,Obanla,POS/Fintech,9,0.736,456,47.47
11,Holidays,North Gate,Stationery/Printing,5,0.166,8,48.33
12,Holidays,Obanla,Stationery/Printing,15,0.184,5,1.93
10,Holidays,South Gate,Fashion,13,0.236,20,22.02
8,Exams,West Gate,Fast Food,6,0.292,150,18.13
6,Resumption,North Gate,POS/Fintech,6,0.493,436,46.53
12,Holidays,South Gate,Electronics,8,0.116,3,37.03
8,Mid-Semester,Obanla,POS/Fintech,15,0.738,408,34.31
12,Holidays,North Gate,POS/Fintech,6,0.231,41,33.98
5,Holidays,Apatapiti,Fashion,8,0.227,21,27.03
8,Mid-Semester,North Gate,POS/Fintech,11,0.515,334,28.19
10,Resumption,Obanla,Fashion,10,0.705,252,37.56
12,Resumption,South Gate,Fashion,10,0.791,279,48.39
4,Exams,Apatapiti,Stationery/Printing,8,0.602,431,38.09
10,Holidays,Obanla,Electronics,12,0.144,4,7.3
8,Exams,South Gate,Fashion,14,0.774,97,39.45
10,Holidays,South Gate,Fast Food,14,0.18,27,17.9
12,Holidays,South Gate,Fast Food,15,0.19,25,9.96
2,Resumption,West Gate,Electronics,0,0.349,115,25.33
12,Holidays,South Gate,Fashion,13,0.154,12,17.17
12,Holidays,North Gate,Electronics,3,0.223,8,36.04
5,Exams,South Gate,Stationery/Printing,10,0.828,622,58.8
9,Exams,North Gate,Fast Food,6,0.417,263,42.9
4,Exams,Obanla,POS/Fintech,20,0.684,340,4.47
11,Holidays,West Gate,Fast Food,9,0.1,14,11.61
6,Resumption,Obanla,Fashion,12,0.61,229,26.75
1,Resumption,Apatapiti,Electronics,4,0.523,154,46.84
9,Exams,Obanla,Fast Food,10,0.656,372,46.37
1,Resumption,South Gate,POS/Fintech,18,0.797,476,24.97
5,Exams,South Gate,POS/Fintech,20,0.751,318,24.51
4,Exams,Obanla,Electronics,7,0.637,52,57.43
12,Holidays,West Gate,Electronics,0,0.148,6,33.68
3,Mid-Semester,Apatapiti,Fast Food,14,0.585,275,24.17
6,Resumption,South Gate,Fashion,7,0.745,331,63.26
2,Mid-Semester,South Gate,Stationery/Printing,12,0.874,269,53.6
3,Exams,South Gate,POS/Fintech,10,0.806,529,61.42
5,Exams,West Gate,Electronics,1,0.244,22,27.4
9,Exams,Apatapiti,Stationery/Printing,7,0.539,416,42.84
2,Resumption,Apatapiti,Stationery/Printing,12,0.576,212,19.1
10,Holidays,North Gate,Stationery/Printing,5,0.1,5,44.24
8,Exams,Obanla,Fashion,12,0.711,101,36.62
2,Resumption,North Gate,Electronics,1,0.533,135,59.53
11,Holidays,South Gate,POS/Fintech,15,0.198,27,19.23
5,Holidays,Obanla,Electronics,5,0.249,9,51.71
7,Mid-Semester,South Gate,Fast Food,16,0.8,330,25.83
8,Exams,South Gate,POS/Fintech,5,0.817,588,81.19
1,Holidays,Apatapiti,Electronics,7,0.212,6,28.4
6,Resumption,Apatapiti,POS/Fintech,13,0.511,380,20.06
1,Holidays,North Gate,Fast Food,10,0.221,33,16.98
2,Resumption,Obanla,POS/Fintech,15,0.672,452,26.74
1,Holidays,North Gate,Stationery/Printing,5,0.1,5,49.42
11,Holidays,Obanla,Fashion,9,0.238,21,30.8
5,Exams,Apatapiti,Fast Food,12,0.649,292,28.88
10,Holidays,Apatapiti,POS/Fintech,11,0.1,14,5.97
9,Holidays,Obanla,Fast Food,9,0.21,35,30.34
6,Resumption,South Gate,Stationery/Printing,6,0.731,303,73.8
11,Holidays,South Gate,Fashion,15,0.161,12,3.28
11,Holidays,North Gate,Fast Food,10,0.1,14,16.99
1,Holidays,South Gate,Stationery/Printing,19,0.223,8,0.0
1,Resumption,Apatapiti,Stationery/Printing,6,0.605,217,48.91
2,Resumption,South Gate,Stationery/Printing,19,0.762,214,24.47
9,Exams,South Gate,POS/Fintech,17,0.829,349,29.57
3,Mid-Semester,North Gate,Electronics,3,0.472,65,55.26
1,Holidays,West Gate,Fast Food,4,0.1,17,23.47
5,Holidays,South Gate,Electronics,9,0.169,5,28.7
7,Mid-Semester,Obanla,Stationery/Printing,9,0.659,222,40.04
6,Resumption,North Gate,Electronics,1,0.424,131,57.55
12,Holidays,South Gate,Stationery/Printing,13,0.269,11,34.31
1,Holidays,North Gate,Stationery/Printing,6,0.1,5,40.58
5,Holidays,Obanla,Fashion,14,0.243,20,11.16
5,Exams,Obanla,Fashion,9,0.729,116,45.86
6,Resumption,Apatapiti,Electronics,1,0.533,165,57.76
3,Mid-Semester,South Gate,Fast Food,13,0.824,457,45.0
5,Exams,South Gate,Electronics,10,0.831,59,43.52
7,Mid-Semester,West Gate,Fast Food,4,0.37,263,36.02
5,Exams,North Gate,Electronics,4,0.488,40,55.98
5,Exams,Obanla,POS/Fintech,9,0.702,415,52.17
5,Exams,Apatapiti,POS/Fintech,7,0.705,452,50.42
10,Holidays,South Gate,Fast Food,15,0.217,30,19.44
10,Holidays,Obanla,Fashion,11,0.106,6,30.8
3,Mid-Semester,South Gate,Fast Food,16,0.866,454,35.92
1,Holidays,South Gate,Electronics,4,0.183,7,51.3
5,Holidays,South Gate,Stationery/Printing,12,0.195,7,34.77
9,Exams,Apatapiti,POS/Fintech,8,0.634,379,46.53
1,Resumption,South Gate,Stationery/Printing,13,0.809,281,50.94
3,Mid-Semester,Obanla,POS/Fintech,20,0.662,307,3.51
4,Exams,West Gate,Electronics,2,0.199,21,28.17
1,Holidays,Obanla,POS/Fintech,10,0.195,27,33.5
1,Holidays,Obanla,Fast Food,18,0.236,26,0.0
8,Mid-Semester,North Gate,Stationery/Printing,6,0.388,127,54.62
2,Resumption,South Gate,Stationery/Printing,14,0.814,259,40.47
12,Holidays,North Gate,Electronics,3,0.248,7,48.46
8,Exams,Obanla,Stationery/Printing,10,0.772,513,41.32
7,Mid-Semester,West Gate,Electronics,0,0.26,49,35.38
10,Holidays,West Gate,Fashion,3,0.107,10,20.51
10,Holidays,Apatapiti,Fast Food,10,0.162,25,28.22
2,Resumption,Apatapiti,POS/Fintech,12,0.629,454,32.05
6,Resumption,North Gate,POS/Fintech,9,0.507,404,36.5
6,Resumption,Obanla,POS/Fintech,17,0.63,429,17.03
3,Exams,Apatapiti,Fashion,3,0.599,106,57.15
11,Holidays,North Gate,Fast Food,10,0.1,16,13.08
2,Resumption,West Gate,Stationery/Printing,3,0.322,129,26.21
12,Holidays,North Gate,Stationery/Printing,3,0.112,6,46.37
1,Resumption,Obanla,Fast Food,11,0.673,356,41.85
6,Resumption,Obanla,Fast Food,11,0.683,323,39.86
12,Holidays,West Gate,POS/Fintech,7,0.1,14,11.95
5,Exams,South Gate,Stationery/Printing,5,0.813,688,78.72
11,Holidays,Obanla,Fast Food,13,0.21,32,17.91
9,Exams,Obanla,Stationery/Printing,6,0.698,488,57.02
1,Holidays,South Gate,Fast Food,14,0.223,27,13.24
7,Mid-Semester,Apatapiti,Electronics,3,0.563,83,54.06
5,Exams,Obanla,POS/Fintech,17,0.651,320,17.09
5,Holidays,Obanla,Fast Food,19,0.186,20,0.0
2,Resumption,South Gate,Fashion,8,0.816,295,55.41
11,Holidays,North Gate,Fast Food,8,0.174,24,27.29
3,Mid-Semester,Obanla,Electronics,8,0.796,120,54.96
7,Mid-Semester,North Gate,Fashion,0,0.55,187,57.26
6,Resumption,South Gate,Fashion,11,0.774,286,48.5
12,Holidays,West Gate,Fast Food,6,0.1,17,17.0
2,Mid-Semester,Obanla,Electronics,8,0.737,89,51.82
6,Mid-Semester,Obanla,Fashion,8,0.744,226,48.12
2,Resumption,North Gate,POS/Fintech,13,0.417,299,17.07
2,Resumption,North Gate,POS/Fintech,16,0.48,359,4.72
2,Resumption,North Gate,Stationery/Printing,7,0.419,158,51.67
11,Holidays,North Gate,Stationery/Printing,7,0.1,5,37.61
3,Mid-Semester,Obanla,Electronics,5,0.803,131,65.62
2,Resumption,Obanla,Fashion,15,0.701,204,18.88
4,Mid-Semester,North Gate,POS/Fintech,3,0.414,331,48.35
9,Holidays,South Gate,POS/Fintech,13,0.18,24,32.93
6,Resumption,North Gate,Electronics,4,0.445,118,41.67
1,Holidays,South Gate,Fashion,11,0.212,15,24.1
8,Mid-Semester,South Gate,Electronics,5,0.955,172,79.06
12,Holidays,West Gate,Fast Food,6,0.1,18,14.14
7,Mid-Semester,Obanla,POS/Fintech,14,0.699,387,34.41
10,Resumption,Obanla,Electronics,4,0.739,203,63.97
3,Mid-Semester,North Gate,Electronics,8,0.491,65,41.09
1,Holidays,West Gate,Fast Food,6,0.134,26,17.21
5,Exams,Obanla,Stationery/Printing,10,0.699,437,35.38
4,Exams,Apatapiti,POS/Fintech,11,0.631,375,37.34
10,Holidays,North Gate,Electronics,2,0.111,5,38.87
8,Exams,West Gate,POS/Fintech,5,0.279,162,27.9
1,Holidays,Apatapiti,Stationery/Printing,10,0.1,4,14.18
10,Holidays,Apatapiti,Electronics,5,0.236,7,41.42
1,Holidays,South Gate,Fast Food,18,0.175,24,5.56
12,Holidays,South Gate,POS/Fintech,19,0.149,16,0.0
4,Mid-Semester,South Gate,Fast Food,8,0.931,476,64.97
8,Mid-Semester,South Gate,Stationery/Printing,11,0.883,245,54.18
